venue,team,win_odds,point_spread,season_round,full_date
Spotless Stadium,West Coast,2.95,+15.5,2017 Final,2017-09-16
Adelaide Oval,Adelaide,1.40,-17.5,2017 Final,2017-09-22
Adelaide Oval,Geelong,3.05,+17.5,2017 Final,2017-09-22
MCG,Richmond,1.58,-9.5,2017 Final,2017-09-23
MCG,GWS,2.45,+9.5,2017 Final,2017-09-23
MCG,Richmond,1.24,-27.5,Round 1,2016-03-24
MCG,Carlton,4.25,+27.5,Round 1,2016-03-24
MCG,Melbourne,2.50,+7.5,Round 1,2016-03-26
MCG,GWS,1.55,-7.5,Round 1,2016-03-26
Metricon Stadium,Gold Coast,1.16,-40.5,Round 1,2016-03-26
Metricon Stadium,Essendon,5.50,+40.5,Round 1,2016-03-26
ANZ Stadium,Sydney,1.60,-10.5,Round 1,2016-03-26
ANZ Stadium,Collingwood,2.40,+10.5,Round 1,2016-03-26
Etihad Stadium,North Melbourne,1.44,-13.5,Round 1,2016-03-26
Etihad Stadium,Adelaide,2.85,+13.5,Round 1,2016-03-26
Etihad Stadium,Western Bulldogs,1.65,-7.5,Round 1,2016-03-27
Etihad Stadium,Fremantle,2.25,+7.5,Round 1,2016-03-27
Adelaide Oval,Port Adelaide,1.15,-38.5,Round 1,2016-03-27
Adelaide Oval,St Kilda,5.50,+38.5,Round 1,2016-03-27
Domain Stadium,West Coast,1.05,-57.5,Round 1,2016-03-27
Domain Stadium,Brisbane,10.00,+57.5,Round 1,2016-03-27
MCG,Geelong,2.20,+6.5,Round 1,2016-03-28
MCG,Hawthorn,1.70,-6.5,Round 1,2016-03-28
MCG,Collingwood,2.05,+3.5,Round 2,2016-04-01
MCG,Richmond,1.80,-3.5,Round 2,2016-04-01
Adelaide Oval,Adelaide,1.95,+1.5,Round 2,2016-04-02
Adelaide Oval,Port Adelaide,1.91,-1.5,Round 2,2016-04-02
MCG,Essendon,5.50,+38.5,Round 2,2016-04-02
MCG,Melbourne,1.15,-38.5,Round 2,2016-04-02
Gabba,Brisbane,3.90,+25.5,Round 2,2016-04-02
Gabba,North Melbourne,1.27,-25.5,Round 2,2016-04-02
Domain Stadium,Fremantle,1.23,-26.5,Round 2,2016-04-02
Domain Stadium,Gold Coast,4.25,+26.5,Round 2,2016-04-02
Etihad Stadium,St Kilda,3.95,+25.5,Round 2,2016-04-02
Etihad Stadium,Western Bulldogs,1.25,-25.5,Round 2,2016-04-02
Manuka Oval,GWS,2.75,+13.5,Round 2,2016-04-03
Manuka Oval,Geelong,1.47,-13.5,Round 2,2016-04-03
MCG,Hawthorn,2.15,+4.5,Round 2,2016-04-03
MCG,West Coast,1.72,-4.5,Round 2,2016-04-03
Etihad Stadium,Carlton,4.50,+29.5,Round 2,2016-04-03
Etihad Stadium,Sydney,1.22,-29.5,Round 2,2016-04-03
Adelaide Oval,Port Adelaide,1.13,-45.5,Round 3,2016-04-08
Adelaide Oval,Essendon,6.25,+45.5,Round 3,2016-04-08
MCG,St Kilda,2.40,+9.5,Round 3,2016-04-09
MCG,Collingwood,1.60,-9.5,Round 3,2016-04-09
Etihad Stadium,Richmond,2.00,+2.5,Round 3,2016-04-09
Etihad Stadium,Adelaide,1.83,-2.5,Round 3,2016-04-09
SCG,Sydney,1.37,-17.5,Round 3,2016-04-09
SCG,GWS,3.15,+17.5,Round 3,2016-04-09
Domain Stadium,West Coast,1.35,-20.5,Round 3,2016-04-09
Domain Stadium,Fremantle,3.30,+20.5,Round 3,2016-04-09
Metricon Stadium,Gold Coast,1.15,-36.5,Round 3,2016-04-09
Metricon Stadium,Carlton,5.75,+36.5,Round 3,2016-04-09
Blundstone Arena,North Melbourne,1.14,-38.5,Round 3,2016-04-10
Blundstone Arena,Melbourne,6.00,+38.5,Round 3,2016-04-10
Etihad Stadium,Western Bulldogs,1.96,+1.5,Round 3,2016-04-10
Etihad Stadium,Hawthorn,1.88,-1.5,Round 3,2016-04-10
GMHBA Stadium,Geelong,1.06,-54.5,Round 3,2016-04-10
GMHBA Stadium,Brisbane,10.00,+54.5,Round 3,2016-04-10
Domain Stadium,West Coast,1.24,-28.5,Round 4,2016-04-15
Domain Stadium,Richmond,4.15,+28.5,Round 4,2016-04-15
MCG,Essendon,11.00,+55.5,Round 4,2016-04-16
MCG,Geelong,1.05,-55.5,Round 4,2016-04-16
Aurora Stadium,Hawthorn,1.11,-42.5,Round 4,2016-04-16
Aurora Stadium,St Kilda,7.00,+42.5,Round 4,2016-04-16
Gabba,Brisbane,2.95,+16.5,Round 4,2016-04-16
Gabba,Gold Coast,1.42,-16.5,Round 4,2016-04-16
Adelaide Oval,Adelaide,1.92,-1.5,Round 4,2016-04-16
Adelaide Oval,Sydney,1.92,-1.5,Round 4,2016-04-16
Etihad Stadium,Carlton,8.00,+49.5,Round 4,2016-04-16
Etihad Stadium,Western Bulldogs,1.08,-49.5,Round 4,2016-04-16
Manuka Oval,GWS,1.95,+0.5,Round 4,2016-04-17
Manuka Oval,Port Adelaide,1.90,-0.5,Round 4,2016-04-17
MCG,Collingwood,1.40,-17.5,Round 4,2016-04-17
MCG,Melbourne,3.00,+17.5,Round 4,2016-04-17
Etihad Stadium,North Melbourne,1.23,-30.5,Round 4,2016-04-17
Etihad Stadium,Fremantle,4.30,+30.5,Round 4,2016-04-17
MCG,Hawthorn,1.40,-19.5,Round 5,2016-04-22
MCG,Adelaide,3.05,+19.5,Round 5,2016-04-22
SCG,Sydney,1.58,-8.5,Round 5,2016-04-23
SCG,West Coast,2.45,+8.5,Round 5,2016-04-23
Metricon Stadium,Gold Coast,3.05,+19.5,Round 5,2016-04-23
Metricon Stadium,North Melbourne,1.40,-19.5,Round 5,2016-04-23
Adelaide Oval,Port Adelaide,2.10,+3.5,Round 5,2016-04-23
Adelaide Oval,Geelong,1.77,-3.5,Round 5,2016-04-23
Etihad Stadium,Western Bulldogs,1.13,-42.5,Round 5,2016-04-23
Etihad Stadium,Brisbane,6.25,+42.5,Round 5,2016-04-23
Etihad Stadium,St Kilda,2.45,+9.5,Round 5,2016-04-24
Etihad Stadium,GWS,1.58,-9.5,Round 5,2016-04-24
Domain Stadium,Fremantle,1.16,-35.5,Round 5,2016-04-24
Domain Stadium,Carlton,5.50,+35.5,Round 5,2016-04-24
MCG,Melbourne,2.20,+6.5,Round 5,2016-04-24
MCG,Richmond,1.70,-6.5,Round 5,2016-04-24
MCG,Collingwood,1.36,-23.5,Round 5,2016-04-25
MCG,Essendon,3.20,+23.5,Round 5,2016-04-25
Etihad Stadium,North Melbourne,1.81,-2.5,Round 6,2016-04-29
Etihad Stadium,Western Bulldogs,2.05,+2.5,Round 6,2016-04-29
Adelaide Oval,Adelaide,1.08,-47.5,Round 6,2016-04-30
Adelaide Oval,Fremantle,8.25,+47.5,Round 6,2016-04-30
Etihad Stadium,Melbourne,1.68,-5.5,Round 6,2016-04-30
Etihad Stadium,St Kilda,2.25,+5.5,Round 6,2016-04-30
Spotless Stadium,GWS,2.05,+3.5,Round 6,2016-04-30
Spotless Stadium,Hawthorn,1.80,-3.5,Round 6,2016-04-30
MCG,Richmond,1.38,-19.5,Round 6,2016-04-30
MCG,Port Adelaide,3.15,+19.5,Round 6,2016-04-30
GMHBA Stadium,Geelong,1.10,-48.5,Round 6,2016-04-30
GMHBA Stadium,Gold Coast,7.50,+48.5,Round 6,2016-04-30
Gabba,Brisbane,5.25,+35.5,Round 6,2016-05-01
Gabba,Sydney,1.17,-35.5,Round 6,2016-05-01
Domain Stadium,West Coast,1.10,-45.5,Round 6,2016-05-01
Domain Stadium,Collingwood,7.50,+45.5,Round 6,2016-05-01
MCG,Carlton,1.47,-14.5,Round 6,2016-05-01
MCG,Essendon,2.75,+14.5,Round 6,2016-05-01
MCG,Richmond,4.00,+28.5,Round 7,2016-05-06
MCG,Hawthorn,1.26,-28.5,Round 7,2016-05-06
MCG,Collingwood,1.56,-10.5,Round 7,2016-05-07
MCG,Carlton,2.50,+10.5,Round 7,2016-05-07
GMHBA Stadium,Geelong,1.52,-11.5,Round 7,2016-05-07
GMHBA Stadium,West Coast,2.60,+11.5,Round 7,2016-05-07
ANZ Stadium,Sydney,1.01,-70.5,Round 7,2016-05-07
ANZ Stadium,Essendon,17.00,+70.5,Round 7,2016-05-07
Metricon Stadium,Gold Coast,1.83,-2.5,Round 7,2016-05-07
Metricon Stadium,Melbourne,2.00,+2.5,Round 7,2016-05-07
Domain Stadium,Fremantle,3.40,+23.5,Round 7,2016-05-07
Domain Stadium,GWS,1.33,-23.5,Round 7,2016-05-07
Etihad Stadium,Western Bulldogs,1.72,-4.5,Round 7,2016-05-07
Etihad Stadium,Adelaide,2.15,+4.5,Round 7,2016-05-07
Etihad Stadium,St Kilda,3.50,+22.5,Round 7,2016-05-08
Etihad Stadium,North Melbourne,1.32,-22.5,Round 7,2016-05-08
Adelaide Oval,Port Adelaide,1.38,-18.5,Round 7,2016-05-08
Adelaide Oval,Brisbane,3.15,+18.5,Round 7,2016-05-08
Adelaide Oval,Adelaide,2.00,+2.5,Round 8,2016-05-13
Adelaide Oval,Geelong,1.85,-2.5,Round 8,2016-05-13
Etihad Stadium,Essendon,10.00,+51.5,Round 8,2016-05-14
Etihad Stadium,North Melbourne,1.06,-51.5,Round 8,2016-05-14
Aurora Stadium,Hawthorn,1.09,-45.5,Round 8,2016-05-14
Aurora Stadium,Fremantle,8.00,+45.5,Round 8,2016-05-14
Spotless Stadium,GWS,1.05,-55.5,Round 8,2016-05-14
Spotless Stadium,Gold Coast,11.00,+55.5,Round 8,2016-05-14
Gabba,Brisbane,1.72,-6.5,Round 8,2016-05-14
Gabba,Collingwood,2.15,+6.5,Round 8,2016-05-14
MCG,Richmond,3.50,+22.5,Round 8,2016-05-14
MCG,Sydney,1.32,-22.5,Round 8,2016-05-14
Etihad Stadium,Carlton,2.45,+11.5,Round 8,2016-05-15
Etihad Stadium,Port Adelaide,1.58,-11.5,Round 8,2016-05-15
Domain Stadium,West Coast,1.14,-39.5,Round 8,2016-05-15
Domain Stadium,St Kilda,6.00,+39.5,Round 8,2016-05-15
MCG,Melbourne,2.95,+16.5,Round 8,2016-05-15
MCG,Western Bulldogs,1.42,-16.5,Round 8,2016-05-15
MCG,Hawthorn,1.77,-4.5,Round 9,2016-05-20
MCG,Sydney,2.10,+4.5,Round 9,2016-05-20
MCG,Collingwood,5.75,+39.5,Round 9,2016-05-21
MCG,Geelong,1.15,-39.5,Round 9,2016-05-21
Metricon Stadium,Gold Coast,11.00,+55.5,Round 9,2016-05-21
Metricon Stadium,Adelaide,1.05,-55.5,Round 9,2016-05-21
Adelaide Oval,Port Adelaide,2.60,+10.5,Round 9,2016-05-21
Adelaide Oval,West Coast,1.52,-10.5,Round 9,2016-05-21
Domain Stadium,Fremantle,2.30,+8.5,Round 9,2016-05-21
Domain Stadium,Richmond,1.65,-8.5,Round 9,2016-05-21
Etihad Stadium,North Melbourne,1.25,-27.5,Round 9,2016-05-21
Etihad Stadium,Carlton,4.10,+27.5,Round 9,2016-05-21
MCG,Melbourne,1.15,-38.5,Round 9,2016-05-22
MCG,Brisbane,5.70,+38.5,Round 9,2016-05-22
Spotless Stadium,GWS,1.38,-18.5,Round 9,2016-05-22
Spotless Stadium,Western Bulldogs,3.10,+18.5,Round 9,2016-05-22
Etihad Stadium,St Kilda,1.22,-30.5,Round 9,2016-05-22
Etihad Stadium,Essendon,4.40,+30.5,Round 9,2016-05-22
SCG,Sydney,1.42,-17.5,Round 10,2016-05-27
SCG,North Melbourne,2.95,+17.5,Round 10,2016-05-27
TIO Stadium,Melbourne,2.10,+4.5,Round 10,2016-05-28
TIO Stadium,Port Adelaide,1.77,-4.5,Round 10,2016-05-28
Gabba,Brisbane,9.00,+48.5,Round 10,2016-05-28
Gabba,Hawthorn,1.07,-48.5,Round 10,2016-05-28
Etihad Stadium,St Kilda,1.32,-22.5,Round 10,2016-05-28
Etihad Stadium,Fremantle,3.50,+22.5,Round 10,2016-05-28
Adelaide Oval,Adelaide,1.96,+1.5,Round 10,2016-05-28
Adelaide Oval,GWS,1.88,-1.5,Round 10,2016-05-28
MCG,Essendon,5.25,+34.5,Round 10,2016-05-28
MCG,Richmond,1.17,-34.5,Round 10,2016-05-28
Etihad Stadium,Carlton,7.50,+46.5,Round 10,2016-05-29
Etihad Stadium,Geelong,1.10,-46.5,Round 10,2016-05-29
Domain Stadium,West Coast,1.01,-67.5,Round 10,2016-05-29
Domain Stadium,Gold Coast,19.00,+67.5,Round 10,2016-05-29
MCG,Collingwood,2.70,+13.5,Round 10,2016-05-29
MCG,Western Bulldogs,1.48,-13.5,Round 10,2016-05-29
Blundstone Arena,North Melbourne,1.58,-10.5,Round 11,2016-06-03
Blundstone Arena,Richmond,2.45,+10.5,Round 11,2016-06-03
MCG,Hawthorn,1.26,-25.5,Round 11,2016-06-04
MCG,Melbourne,4.00,+25.5,Round 11,2016-06-04
Etihad Stadium,Carlton,1.27,-26.5,Round 11,2016-06-04
Etihad Stadium,Brisbane,3.95,+26.5,Round 11,2016-06-04
GMHBA Stadium,Geelong,1.50,-13.5,Round 11,2016-06-04
GMHBA Stadium,GWS,2.65,+13.5,Round 11,2016-06-04
Domain Stadium,Fremantle,1.30,-23.5,Round 11,2016-06-04
Domain Stadium,Essendon,3.60,+23.5,Round 11,2016-06-04
Metricon Stadium,Gold Coast,6.25,+36.5,Round 11,2016-06-04
Metricon Stadium,Sydney,1.13,-36.5,Round 11,2016-06-04
MCG,Collingwood,2.00,+1.5,Round 11,2016-06-05
MCG,Port Adelaide,1.85,-1.5,Round 11,2016-06-05
Etihad Stadium,Western Bulldogs,1.73,-5.5,Round 11,2016-06-05
Etihad Stadium,West Coast,2.15,+5.5,Round 11,2016-06-05
Adelaide Oval,Adelaide,1.17,-35.5,Round 11,2016-06-05
Adelaide Oval,St Kilda,5.30,+35.5,Round 11,2016-06-05
Etihad Stadium,Essendon,12.00,+52.5,Round 12,2016-06-10
Etihad Stadium,Hawthorn,1.04,-52.5,Round 12,2016-06-10
Adelaide Oval,Port Adelaide,1.70,-5.5,Round 12,2016-06-11
Adelaide Oval,Western Bulldogs,2.20,+5.5,Round 12,2016-06-11
Gabba,Brisbane,2.20,+6.5,Round 12,2016-06-11
Gabba,Fremantle,1.70,-6.5,Round 12,2016-06-11
Domain Stadium,West Coast,1.47,-13.5,Round 12,2016-06-11
Domain Stadium,Adelaide,2.75,+13.5,Round 12,2016-06-11
Etihad Stadium,Geelong,1.90,-0.5,Round 12,2016-06-11
Etihad Stadium,North Melbourne,1.94,+0.5,Round 12,2016-06-11
Etihad Stadium,St Kilda,2.72,+10.5,Round 12,2016-06-12
Etihad Stadium,Carlton,1.48,-10.5,Round 12,2016-06-12
MCG,Richmond,1.15,-36.5,Round 12,2016-06-12
MCG,Gold Coast,5.75,+36.5,Round 12,2016-06-12
Spotless Stadium,GWS,2.00,+2.5,Round 12,2016-06-12
Spotless Stadium,Sydney,1.85,-2.5,Round 12,2016-06-12
MCG,Melbourne,1.58,-8.5,Round 12,2016-06-13
MCG,Collingwood,2.45,+8.5,Round 12,2016-06-13
Etihad Stadium,North Melbourne,3.65,+24.5,Round 13,2016-06-17
Etihad Stadium,Hawthorn,1.30,-24.5,Round 13,2016-06-17
Gabba,Brisbane,8.50,+47.5,Round 13,2016-06-18
Gabba,West Coast,1.08,-47.5,Round 13,2016-06-18
Domain Stadium,Fremantle,2.40,+9.5,Round 13,2016-06-18
Domain Stadium,Port Adelaide,1.60,-9.5,Round 13,2016-06-18
Etihad Stadium,Western Bulldogs,2.40,+9.5,Round 13,2016-06-18
Etihad Stadium,Geelong,1.60,-9.5,Round 13,2016-06-18
SCG,Sydney,1.26,-26.5,Round 13,2016-06-19
SCG,Melbourne,4.00,+26.5,Round 13,2016-06-19
Etihad Stadium,Essendon,15.00,+64.5,Round 13,2016-06-19
Etihad Stadium,GWS,1.02,-64.5,Round 13,2016-06-19
Adelaide Oval,Adelaide,1.28,-23.5,Round 14,2016-06-23
Adelaide Oval,North Melbourne,3.80,+23.5,Round 14,2016-06-23
MCG,Collingwood,1.84,-2.5,Round 14,2016-06-24
MCG,Fremantle,2.00,+2.5,Round 14,2016-06-24
MCG,Richmond,1.05,-56.5,Round 14,2016-06-25
MCG,Brisbane,11.00,+56.5,Round 14,2016-06-25
Spotless Stadium,GWS,1.05,-57.5,Round 14,2016-06-25
Spotless Stadium,Carlton,11.00,+57.5,Round 14,2016-06-25
Etihad Stadium,St Kilda,5.25,+35.5,Round 14,2016-06-25
Etihad Stadium,Geelong,1.17,-35.5,Round 14,2016-06-25
Aurora Stadium,Hawthorn,1.05,-52.5,Round 14,2016-06-26
Aurora Stadium,Gold Coast,11.00,+52.5,Round 14,2016-06-26
Domain Stadium,West Coast,1.01,-69.5,Round 15,2016-06-30
Domain Stadium,Essendon,21.00,+69.5,Round 15,2016-06-30
Adelaide Oval,Port Adelaide,1.38,-21.5,Round 15,2016-07-01
Adelaide Oval,Richmond,3.15,+21.5,Round 15,2016-07-01
Metricon Stadium,Gold Coast,1.88,-1.5,Round 15,2016-07-02
Metricon Stadium,St Kilda,1.97,+1.5,Round 15,2016-07-02
SCG,Sydney,1.38,-16.5,Round 15,2016-07-02
SCG,Western Bulldogs,3.15,+16.5,Round 15,2016-07-02
MCG,Carlton,2.50,+9.5,Round 15,2016-07-02
MCG,Collingwood,1.56,-9.5,Round 15,2016-07-02
MCG,Melbourne,3.85,+23.5,Round 15,2016-07-03
MCG,Adelaide,1.28,-23.5,Round 15,2016-07-03
Adelaide Oval,Port Adelaide,2.30,+5.5,Round 16,2016-07-07
Adelaide Oval,Hawthorn,1.65,-5.5,Round 16,2016-07-07
GMHBA Stadium,Geelong,1.36,-19.5,Round 16,2016-07-08
GMHBA Stadium,Sydney,3.20,+19.5,Round 16,2016-07-08
Spotless Stadium,GWS,1.10,-45.5,Round 16,2016-07-09
Spotless Stadium,Collingwood,7.50,+45.5,Round 16,2016-07-09
Metricon Stadium,Gold Coast,1.20,-34.5,Round 16,2016-07-09
Metricon Stadium,Brisbane,4.80,+34.5,Round 16,2016-07-09
TIO Stadium,Melbourne,1.48,-13.5,Round 16,2016-07-09
TIO Stadium,Fremantle,2.70,+13.5,Round 16,2016-07-09
Etihad Stadium,Western Bulldogs,1.20,-33.5,Round 16,2016-07-09
Etihad Stadium,Richmond,4.80,+33.5,Round 16,2016-07-09
MCG,Carlton,6.00,+38.5,Round 16,2016-07-10
MCG,Adelaide,1.14,-38.5,Round 16,2016-07-10
Domain Stadium,West Coast,1.35,-22.5,Round 16,2016-07-10
Domain Stadium,North Melbourne,3.30,+22.5,Round 16,2016-07-10
Etihad Stadium,Essendon,6.25,+40.5,Round 16,2016-07-10
Etihad Stadium,St Kilda,1.13,-40.5,Round 16,2016-07-10
SCG,Sydney,1.60,-9.5,Round 17,2016-07-14
SCG,Hawthorn,2.40,+9.5,Round 17,2016-07-14
Domain Stadium,Fremantle,3.40,+20.5,Round 17,2016-07-15
Domain Stadium,Geelong,1.34,-20.5,Round 17,2016-07-15
MCG,Richmond,1.17,-34.5,Round 17,2016-07-16
MCG,Essendon,5.20,+34.5,Round 17,2016-07-16
Etihad Stadium,North Melbourne,1.42,-18.5,Round 17,2016-07-16
Etihad Stadium,Port Adelaide,2.95,+18.5,Round 17,2016-07-16
Adelaide Oval,Adelaide,1.17,-38.5,Round 17,2016-07-16
Adelaide Oval,Collingwood,5.20,+38.5,Round 17,2016-07-16
Cazaly's Stadium,Western Bulldogs,1.11,-43.5,Round 17,2016-07-16
Cazaly's Stadium,Gold Coast,7.00,+43.5,Round 17,2016-07-16
MCG,Carlton,5.30,+33.5,Round 17,2016-07-17
MCG,West Coast,1.17,-33.5,Round 17,2016-07-17
Etihad Stadium,St Kilda,2.30,+7.5,Round 17,2016-07-17
Etihad Stadium,Melbourne,1.65,-7.5,Round 17,2016-07-17
Gabba,Brisbane,7.50,+46.5,Round 17,2016-07-17
Gabba,GWS,1.10,-46.5,Round 17,2016-07-17
Etihad Stadium,Collingwood,2.00,+1.5,Round 18,2016-07-22
Etihad Stadium,North Melbourne,1.85,-1.5,Round 18,2016-07-22
SCG,Sydney,1.06,-48.5,Round 18,2016-07-23
SCG,Carlton,10.00,+48.5,Round 18,2016-07-23
Metricon Stadium,Gold Coast,1.92,-1.5,Round 18,2016-07-23
Metricon Stadium,Fremantle,1.92,+1.5,Round 18,2016-07-23
Domain Stadium,West Coast,1.18,-34.5,Round 18,2016-07-23
Domain Stadium,Melbourne,5.00,+34.5,Round 18,2016-07-23
GMHBA Stadium,Geelong,1.88,-1.5,Round 18,2016-07-23
GMHBA Stadium,Adelaide,1.95,+1.5,Round 18,2016-07-23
Etihad Stadium,Western Bulldogs,1.35,-20.5,Round 18,2016-07-23
Etihad Stadium,St Kilda,3.25,+20.5,Round 18,2016-07-23
Etihad Stadium,Essendon,1.46,-15.5,Round 18,2016-07-24
Etihad Stadium,Brisbane,2.80,+15.5,Round 18,2016-07-24
MCG,Hawthorn,1.15,-36.5,Round 18,2016-07-24
MCG,Richmond,5.75,+36.5,Round 18,2016-07-24
Adelaide Oval,Port Adelaide,2.05,+3.5,Round 18,2016-07-24
Adelaide Oval,GWS,1.80,-3.5,Round 18,2016-07-24
GMHBA Stadium,Geelong,1.26,-23.5,Round 19,2016-07-29
GMHBA Stadium,Western Bulldogs,4.00,+23.5,Round 19,2016-07-29
Manuka Oval,GWS,1.07,-51.5,Round 19,2016-07-30
Manuka Oval,Richmond,9.20,+51.5,Round 19,2016-07-30
Aurora Stadium,Hawthorn,1.09,-43.5,Round 19,2016-07-30
Aurora Stadium,Carlton,8.00,+43.5,Round 19,2016-07-30
MCG,Collingwood,2.25,+5.5,Round 19,2016-07-30
MCG,West Coast,1.67,-5.5,Round 19,2016-07-30
Etihad Stadium,North Melbourne,1.50,-11.5,Round 19,2016-07-30
Etihad Stadium,St Kilda,2.65,+11.5,Round 19,2016-07-30
Gabba,Brisbane,6.00,+39.5,Round 19,2016-07-30
Gabba,Port Adelaide,1.14,-39.5,Round 19,2016-07-30
MCG,Melbourne,1.16,-38.5,Round 19,2016-07-31
MCG,Gold Coast,5.50,+38.5,Round 19,2016-07-31
Domain Stadium,Fremantle,4.50,+24.5,Round 19,2016-07-31
Domain Stadium,Sydney,1.22,-24.5,Round 19,2016-07-31
Adelaide Oval,Adelaide,1.01,-75.5,Round 19,2016-07-31
Adelaide Oval,Essendon,19.00,+75.5,Round 19,2016-07-31
MCG,Richmond,3.30,+21.5,Round 20,2016-08-05
MCG,Collingwood,1.35,-21.5,Round 20,2016-08-05
SCG,Sydney,1.28,-22.5,Round 20,2016-08-06
SCG,Port Adelaide,3.85,+22.5,Round 20,2016-08-06
MCG,Melbourne,5.05,+32.5,Round 20,2016-08-06
MCG,Hawthorn,1.18,-32.5,Round 20,2016-08-06
Metricon Stadium,Gold Coast,7.50,+43.5,Round 20,2016-08-06
Metricon Stadium,GWS,1.10,-43.5,Round 20,2016-08-06
Adelaide Oval,Adelaide,1.01,-86.5,Round 20,2016-08-06
Adelaide Oval,Brisbane,21.00,+86.5,Round 20,2016-08-06
Etihad Stadium,Western Bulldogs,2.30,+7.5,Round 20,2016-08-06
Etihad Stadium,North Melbourne,1.65,-7.5,Round 20,2016-08-06
MCG,Carlton,2.45,+10.5,Round 20,2016-08-07
MCG,St Kilda,1.58,-10.5,Round 20,2016-08-07
Domain Stadium,Fremantle,4.60,+30.5,Round 20,2016-08-07
Domain Stadium,West Coast,1.20,-30.5,Round 20,2016-08-07
Etihad Stadium,Geelong,1.01,-70.5,Round 20,2016-08-07
Etihad Stadium,Essendon,21.00,+70.5,Round 20,2016-08-07
Etihad Stadium,Western Bulldogs,1.35,-18.5,Round 21,2016-08-12
Etihad Stadium,Collingwood,3.35,+18.5,Round 21,2016-08-12
Gabba,Brisbane,3.45,+21.5,Round 21,2016-08-13
Gabba,Carlton,1.33,-21.5,Round 21,2016-08-13
MCG,Hawthorn,1.28,-24.5,Round 21,2016-08-13
MCG,North Melbourne,3.85,+24.5,Round 21,2016-08-13
Spotless Stadium,GWS,1.28,-25.5,Round 21,2016-08-13
Spotless Stadium,West Coast,3.85,+25.5,Round 21,2016-08-13
Adelaide Oval,Port Adelaide,1.50,-15.5,Round 21,2016-08-13
Adelaide Oval,Melbourne,2.65,+15.5,Round 21,2016-08-13
Etihad Stadium,St Kilda,3.15,+17.5,Round 21,2016-08-13
Etihad Stadium,Sydney,1.38,-17.5,Round 21,2016-08-13
Etihad Stadium,Essendon,3.15,+19.5,Round 21,2016-08-14
Etihad Stadium,Gold Coast,1.38,-19.5,Round 21,2016-08-14
Domain Stadium,Fremantle,8.50,+46.5,Round 21,2016-08-14
Domain Stadium,Adelaide,1.08,-46.5,Round 21,2016-08-14
MCG,Richmond,5.00,+33.5,Round 21,2016-08-14
MCG,Geelong,1.18,-33.5,Round 21,2016-08-14
Domain Stadium,West Coast,1.83,-3.5,Round 22,2016-08-19
Domain Stadium,Hawthorn,2.02,+3.5,Round 22,2016-08-19
Blundstone Arena,North Melbourne,3.60,+20.5,Round 22,2016-08-20
Blundstone Arena,Sydney,1.30,-20.5,Round 22,2016-08-20
MCG,Richmond,2.40,+7.5,Round 22,2016-08-20
MCG,St Kilda,1.60,-7.5,Round 22,2016-08-20
Spotless Stadium,GWS,1.01,-76.5,Round 22,2016-08-20
Spotless Stadium,Fremantle,17.00,+76.5,Round 22,2016-08-20
Adelaide Oval,Port Adelaide,7.00,+44.5,Round 22,2016-08-20
Adelaide Oval,Adelaide,1.11,-44.5,Round 22,2016-08-20
Etihad Stadium,Collingwood,1.26,-28.5,Round 22,2016-08-20
Etihad Stadium,Gold Coast,4.00,+28.5,Round 22,2016-08-20
MCG,Carlton,4.25,+25.5,Round 22,2016-08-21
MCG,Melbourne,1.24,-25.5,Round 22,2016-08-21
Gabba,Brisbane,15.00,+59.5,Round 22,2016-08-21
Gabba,Geelong,1.03,-59.5,Round 22,2016-08-21
Etihad Stadium,Essendon,8.50,+43.5,Round 22,2016-08-21
Etihad Stadium,Western Bulldogs,1.08,-43.5,Round 22,2016-08-21
Adelaide Oval,Adelaide,1.28,-25.5,Round 23,2016-08-26
Adelaide Oval,West Coast,3.80,+25.5,Round 23,2016-08-26
GMHBA Stadium,Geelong,1.16,-35.5,Round 23,2016-08-27
GMHBA Stadium,Melbourne,5.50,+35.5,Round 23,2016-08-27
MCG,Essendon,3.25,+18.5,Round 23,2016-08-27
MCG,Carlton,1.36,-18.5,Round 23,2016-08-27
SCG,Sydney,1.04,-55.5,Round 23,2016-08-27
SCG,Richmond,11.00,+55.5,Round 23,2016-08-27
Metricon Stadium,Gold Coast,2.80,+13.5,Round 23,2016-08-27
Metricon Stadium,Port Adelaide,1.46,-13.5,Round 23,2016-08-27
Etihad Stadium,North Melbourne,2.70,+13.5,Round 23,2016-08-27
Etihad Stadium,GWS,1.48,-13.5,Round 23,2016-08-27
Etihad Stadium,St Kilda,1.07,-54.5,Round 23,2016-08-28
Etihad Stadium,Brisbane,9.00,+54.5,Round 23,2016-08-28
Domain Stadium,Fremantle,2.90,+16.5,Round 23,2016-08-28
Domain Stadium,Western Bulldogs,1.43,-16.5,Round 23,2016-08-28
MCG,Hawthorn,1.28,-24.5,Round 23,2016-08-28
MCG,Collingwood,3.80,+24.5,Round 23,2016-08-28
Domain Stadium,West Coast,1.29,-23.5,2016 Final,2016-09-08
Domain Stadium,Western Bulldogs,4.05,+23.5,2016 Final,2016-09-08
MCG,Geelong,1.66,-8.5,2016 Final,2016-09-09
MCG,Hawthorn,2.31,+8.5,2016 Final,2016-09-09
ANZ Stadium,Sydney,1.54,-11.5,2016 Final,2016-09-10
ANZ Stadium,GWS,2.66,+11.5,2016 Final,2016-09-10
